ID	TEXT	INTENT
3236	Set my alarm for 10 am EST	alarm/set_alarm
3237	Set an alarm every 15 minutes for a total of 60 minutes	alarm/set_alarm
3238	Remind me to do workouts today	reminder/set_reminder
3239	set my snooze for every 2 minutes	alarm/snooze_alarm
3240	remind me to stop at moms tonight	reminder/set_reminder
3241	Cancel my reminder for meeting tomorrow	reminder/cancel_reminder
3242	remind me what I needed at the store again	reminder/set_reminder
3243	Remind me that I have dance at 3	reminder/set_reminder
3244	Remind me to email Stephanie	reminder/cancel_reminder
3245	Remind me of doctor's appointment Monday morning	reminder/set_reminder
3246	Go ahead and set am alarm for 5 am	alarm/set_alarm
3247	Set an alarm for 2 hours from now	alarm/set_alarm
3248	set an alarm in 5 minutes	alarm/set_alarm
3249	what is my alarm schedule tonight	alarm/show_alarms
3250	Remind me to buy plane tickets on Monday morning at 8am	reminder/set_reminder
3251	Cancel my reminder to buy eggs at grocery store	reminder/cancel_reminder
3252	Remind me to pay bills on the 22nd	reminder/set_reminder
3253	Remind me to pick up butter after work at 6pm	reminder/set_reminder
3254	Add 2 additional alarms to the alarms every minute for the next 20 minutes	alarm/set_alarm
3255	Read my reminders for this afternoon	reminder/show_reminders
3256	remind me to talk to mom later	reminder/set_reminder
3257	Remind me at 5 I have dinner plans	reminder/set_reminder
3258	remind me to make a list	reminder/set_reminder
3259	Remind me to do dishes in 30 minutes	reminder/set_reminder
3260	Set the alarm for 18 hours	alarm/set_alarm
3261	remind me about groceries when I'm at Target	reminder/set_reminder
3262	delete the reminders set for this morning	reminder/cancel_reminder
3263	Set a reminder that the ballgame is on at noon tomorrow	reminder/set_reminder
3264	delete my doctor's appointment reminder	reminder/cancel_reminder
3265	Set alarm for 5 hours from now	alarm/set_alarm
3266	Show current alarm reminder	alarm/show_alarms
3267	Clear my 15min reminder for my Dentist Appt	reminder/cancel_reminder
3268	set the snooze for the monday alarm for 3 times every 5 minutes	alarm/snooze_alarm
3269	Add 15 minutes to that alarm	alarm/modify_alarm
3270	set an alarm for 10 minutes from now	alarm/set_alarm
3271	Create an alarm called 'mom' and set it for every Sunday at 7 pm	alarm/set_alarm
3272	Add an alarm for Mondays at 4pm	alarm/set_alarm
3273	Put a fathers day reminder for the 10th	reminder/set_reminder
3274	Set my work alarm to snooze for fifteen minutes	alarm/snooze_alarm
3275	Remind me to get my mom a Mother's Day present one week before the holiday	reminder/set_reminder
3276	Remind me of Wednesday's project deadline	reminder/set_reminder
3277	Show me all reminders for Monday	reminder/show_reminders
3278	Show my alarms during weekdays	alarm/show_alarms
3279	please snooze my alarm for 20 minutes	alarm/snooze_alarm
3280	Remind me to go to Verizon later today	reminder/set_reminder
3281	set an alarm to go off in twenty minutes	alarm/set_alarm
3282	REMIND ME OF MY EARLY MORNING ALARM BEFORE BEDTIME	reminder/set_reminder
3283	Remind me to take out the trash in the morning	reminder/set_reminder
3284	delete my alarm for an hour from now	alarm/cancel_alarm
3285	Remind me to take my medicine twice a day	reminder/set_reminder
3286	snooze alarm for 15 minutes	alarm/snooze_alarm
3287	remind me to call my dad tonight	reminder/set_reminder
3288	Remind me to buy that book on amazon tonight	reminder/set_reminder
3289	Set an alarm for 6 every weekday morning	alarm/set_alarm
3290	Set an alarm for two hours from now	alarm/set_alarm
3291	Set alarm for 15 minutes earlier tonight	alarm/set_alarm
3292	Snooze alarm for five minutes	alarm/snooze_alarm
3293	Set 3 alarms for every hour after 5 o'clock	alarm/set_alarm
3294	Set alarms for every Tuesday and Thursday at 8am	alarm/set_alarm
3295	set my alarm every 15 minutes please	alarm/set_alarm
3296	Modify Saturday alarms to an hour later	alarm/modify_alarm
3297	set alarm for 7 a.m. tomorrow	alarm/set_alarm
3298	delete the reminders set for this morning	reminder/cancel_reminder
3299	Reminder: Movie starts at 4:30 pm	reminder/set_reminder
3300	Set a reminder to check the cake in the oven 25 minutes from now	reminder/set_reminder
3301	set alarm 2 hours after	alarm/set_alarm
3302	remind me to call Steve about the party	reminder/set_reminder
3303	Cancel my reminder for my dog's appointment	reminder/cancel_reminder
3304	Remind me of my meeting on Thursday at noon	reminder/set_reminder
3305	create a new alarm for every 20 minutes	alarm/set_alarm
3306	Set an alarm one hour from now	alarm/set_alarm
3307	Snooze alarm for 5 minutes	alarm/snooze_alarm
3308	Don't forget Bot to remind me on my appointment to meet my friend	reminder/set_reminder
3309	Remind me of Game of Thrones on Sunday night at 9:00pm	reminder/set_reminder
3310	alarm me after 15 minutes	alarm/set_alarm
3311	Set an alarm for two hours from now	alarm/set_alarm
3312	Remind me of what show is on tomorrow night	reminder/set_reminder
3313	set an alarm for every hour	alarm/set_alarm
3314	Set an alarm for 8 hours from now	alarm/set_alarm
3315	Remind me of my dentist appointment	reminder/set_reminder
3316	Set alarm for 45 minutes	alarm/set_alarm
3317	Set the alarm for half an hour later on Wednesdays	alarm/modify_alarm
3318	Cancel reminder for dinner next week	reminder/cancel_reminder
3319	set an alarm for 6 am tomorrow	alarm/set_alarm
3320	Remind me to go to Chilis after work	reminder/set_reminder
3321	remind me i have a doctors appointment tomorrow at noon	reminder/set_reminder
3322	remind me to set a reminder to be reminded	reminder/set_reminder
3323	Create a new alarm for tonight	alarm/set_alarm
3324	Set an alarm for 6 a.m. all this week	alarm/set_alarm
3325	Turn off my morning alarm while I am on vacation next week	alarm/cancel_alarm
3326	SET REMINDER TO PICK UP FROM SCHOOL EARLY TOMORROW	reminder/set_reminder
3327	Set an alarm for 3 am this morning	alarm/set_alarm
3328	Set an alarm for my birthday party in 1 hour	alarm/set_alarm
3329	remind me to check into my flight tonight	reminder/set_reminder
3330	Create an alarm named Start My Twitch.TV Broadcast for 14:00Hrs to reoccur every Saturday and Sunday	alarm/set_alarm
3331	how much time do i have left on my alarm	alarm/time_left_on_alarm
3332	set alarm for tonight at 8 pm	alarm/set_alarm
3333	Change the alarm for Monday through Thursday from 6 a.m. to 7 a.m. Monday through Friday	alarm/modify_alarm
3334	Remind me to buy eggs at the grocery store after work	reminder/set_reminder
3335	REMIND ME TO CALL WORK FORCE TOMORROW MORNING	reminder/set_reminder
3336	Remind me to set a timer for 30 minutes	reminder/set_reminder
3337	Give tomorrow's reminders	reminder/show_reminders
3338	delete my alarms for the entire week	alarm/cancel_alarm
3339	set alarm every 20 minutes for an hour	alarm/set_alarm
3340	schedule shopping reminder	reminder/set_reminder
3341	remind me to pick up my prescription after work	reminder/set_reminder
3342	activate weekend alarm	alarm/set_alarm
3343	Remind me in the morning to go to the gym	reminder/set_reminder
3344	remind me of my doctors appointment on thursday	reminder/set_reminder
3345	Remind me to go to church Sunday morning at 9AM	reminder/set_reminder
3346	Set a one time alarm for tonight at 9pm	alarm/set_alarm
3347	Set recurring alarm for 9am	alarm/set_alarm
3348	Set my alarm for 7am every day this week	alarm/set_alarm
3349	Set the alarm every 30min for 1 day	alarm/set_alarm
3350	remind me to cancel phone before 3pm	reminder/set_reminder
3351	remind me to clean the car tomorrow morning	reminder/set_reminder
3352	Set a reminder for Ginas birthday on September 17th	reminder/set_reminder
3353	Cancel my morning alarm	alarm/cancel_alarm
3354	change alarm from 4 pm to 6 pm	alarm/modify_alarm
3355	How much time do I have before my appointment alarm	alarm/time_left_on_alarm
3356	I need a reminder to have drinks with Phil and Doug tonight	reminder/set_reminder
3357	set alarm everyday 4.p.m	alarm/set_alarm
3358	Set reminder for volleyball practice every Wednesday at 4pm	reminder/set_reminder
3359	remind me to go grocery shopping in the morning	reminder/set_reminder
3360	set recurring alarm for every Friday at 7 am	alarm/set_alarm
3361	"Set an alarm for 8:00 pm titled ""get up"""	alarm/set_alarm
3362	Set a reminder to buy eggs at grocery store	reminder/set_reminder
3363	Set my an alert for two hours from now	alarm/set_alarm
3364	set 2 alarms one for 7 am and another one for 7;05	alarm/set_alarm
3365	Remind me to complete this survey before tuesday	reminder/set_reminder
3366	add reminder feed sparky 6pm daily	reminder/set_reminder
3367	show me tomorrow's alarms	alarm/show_alarms
3368	Set an alarm for tomorrow morning at 8am	alarm/set_alarm
3369	Turn on an alarm for 15 minutes	alarm/set_alarm
3370	Cancel my reminder to go grocery shopping	reminder/cancel_reminder
3371	i need to set a reminder for friday's lunch	reminder/set_reminder
3372	remind me tonight to send my grades in	reminder/set_reminder
3373	Cancel my reminder for Friday's dinner date	reminder/cancel_reminder
3374	Cancel my reminder for therapy	reminder/cancel_reminder
3375	Can you snooze the alarm for a couple of hours	alarm/snooze_alarm
3376	Remind me dine at Pastrami Queen when I am at Upper East Side, New York	reminder/set_reminder
3377	Set an alarm for 15 minutes from now	alarm/set_alarm
3378	set my morning alarm for week days only	alarm/set_alarm
3379	Turn off my weekend alarm	alarm/cancel_alarm
3380	set alarm for every five minutes for 30 minutes	alarm/set_alarm
3381	Remind me to buy a new rug at Walmart tomorrow	reminder/set_reminder
3382	Set alarm to go off in 12 minutes	alarm/set_alarm
3383	Remind me to pick up Raymond at 3pm	reminder/set_reminder
3384	Remind me of my meeting with Dale at 3 PM today	reminder/show_reminders
3385	Dinner alarm at 5:30	alarm/set_alarm
3386	remind me at 8:00 to reset my alarm for tomorrow morning	reminder/set_reminder
3387	Cancel my reminder to wash my car tomorrow at 5 pm	reminder/cancel_reminder
3388	Remind me to visit the chiropractor tomorrow morning	reminder/set_reminder
3389	Set an alarm for 6 am	alarm/set_alarm
3390	Set stove alarm for 40 minutes	alarm/set_alarm
3391	Set up reminder for appointment	reminder/set_reminder
3392	Remind me to come 15 minutes early for my appointments	reminder/set_reminder
3393	remind me of my physical exam on Saturday at 10	reminder/set_reminder
3394	Cancel this weeks alarms	alarm/cancel_alarm
3395	Set a reminder to go to business meeting at 1:00 PM tomorrow	reminder/set_reminder
3396	Remind me to email Joan back tonight	reminder/set_reminder
3397	i want to set an alarm for 2 hours from now	alarm/set_alarm
3398	Set reminder for August 29th for dentist appointment	reminder/set_reminder
3399	remind to set an alarm for 5am	reminder/set_reminder
3400	Turn off all reminders for today	reminder/cancel_reminder
3401	remind me to call mmta monday	reminder/set_reminder
3402	Don't forget Bot to remind me on my appointment to meet my friend	reminder/set_reminder
3403	set my alarm to 5am for the whole week	alarm/set_alarm
3404	Remind me to pick up my dry cleaning on the way home today	reminder/set_reminder
3405	Please change alarm to 1 hour	alarm/modify_alarm
3406	Set alarm for 5 am every morning this week	alarm/set_alarm
3407	Remind me to make a vet appointment for next week	reminder/set_reminder
3408	Adjust active alarm by minus 9 minutes	alarm/modify_alarm
3409	Remind me of my doctor's appointment tomorrow	reminder/set_reminder
3410	set alarm for 9:19am next Tuesday	alarm/set_alarm
3411	Set an alarm at 6am and 5 minutes after that	alarm/set_alarm
3412	cancel my friday morning alarms	alarm/cancel_alarm
3413	set reminder for my wife birthday	reminder/set_reminder
3414	REMIND ME TO GET GAS ON THE WAY HOME	reminder/set_reminder
3415	how much time is left on the alarm	alarm/time_left_on_alarm
3416	I need an alarm set to get up at 7 in the morning	alarm/set_alarm
3417	set an alarm 2 hours from now	alarm/set_alarm
3418	Set an alarm for every saturday morning at 8	alarm/set_alarm
3419	set alarm 7 minutes	alarm/set_alarm
3420	Set alarm from 4 pm today	alarm/set_alarm
3421	Set my alarm for 5 a.m. monday through friday this week	alarm/set_alarm
3422	Set alarm for 6 a.m Saturday the 12th	alarm/set_alarm
3423	Remind me to visit the dentist Monday morning at 7	reminder/set_reminder
3424	set an alarm for tomorrow morning at 6	alarm/set_alarm
3425	Change alarm from tonight at 8 p.m. to tonight at 9 p.m	alarm/modify_alarm
3426	Remind me to take Prozac tonight	reminder/set_reminder
3427	show me work alarm	alarm/show_alarms
3428	How much time left till I get out of work alarm at 7pm	alarm/show_alarms
3429	Would you please remind me to make my appointment tomorrow early afternoon	reminder/set_reminder
3430	snooze the alarm for 15 minutes	alarm/snooze_alarm
3431	Change my alarm from 5:00 p.m. to 6:00 p.m	alarm/modify_alarm
3432	Remind me of my interview at 9 tonight	reminder/set_reminder
3433	Set alarm for 5am for monday and wednesday next week	alarm/set_alarm
3434	Set alarm for 5 am Morning	alarm/set_alarm
3435	Show my reminder about the first day of school	reminder/show_reminders
3436	Snooze all alarms for 20 minutes	alarm/snooze_alarm
3437	Turn my reminder about Monday's appointment off	reminder/cancel_reminder
3438	Set an alarm to remind me about my parents dinner	alarm/set_alarm
3439	cancel Saturdays alarm	alarm/cancel_alarm
3440	Remind me of Krista's birthday tomorrow morning at 9	reminder/set_reminder
3441	set alarm to go off 10 minutes early	alarm/modify_alarm
3442	Set alarm for 5 p.m. tonight	alarm/set_alarm
3443	Remind me of my playdate next Tuesday with Mona at noon	reminder/set_reminder
3444	remind me to go to grocery store after work	reminder/set_reminder
3445	set alarm for 10 minutes	alarm/set_alarm
3446	Turn Monday's alarm off	alarm/cancel_alarm
3447	Remind me to take medications daily	reminder/set_reminder
3448	remind me to call my wife when I leave work	reminder/set_reminder
