ID	TEXT	INTENT	SLOTS
2715	book a reservation for a popular bakery in patetown	BookRestaurant	O O O O O B-sort B-restaurant_type O B-city
2716	need the closest movie house playing the flamingo rising	SearchScreeningEvent	O O B-spatial_relation B-object_location_type I-object_location_type O B-movie_name I-movie_name I-movie_name
2717	show me movie times	SearchScreeningEvent	O O B-object_type I-object_type
2718	the current saga gets 0 out of 6	RateBook	O B-object_select B-object_part_of_series_type O B-rating_value O O B-best_rating
2719	book a table for a party of twelve in lewisville american samoa for a party of 7 at the ballachulish house	BookRestaurant	O O O O O O O B-timeRange O B-city B-state I-state O O O O B-party_size_number O O B-restaurant_name I-restaurant_name
2720	will it be hot near calakmul biosphere reserve 3 seconds from now	GetWeather	O O O B-condition_temperature B-spatial_relation B-geographic_poi I-geographic_poi I-geographic_poi B-timeRange I-timeRange I-timeRange I-timeRange
2721	rate the long dark tea-time of the soul 5 stars	RateBook	O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit
2722	rate the summer king saga a 1 stars	RateBook	O B-object_name I-object_name I-object_name B-object_part_of_series_type O B-rating_value B-rating_unit
2723	add a song by takahito eguchi to my guest list polygon playlist	AddToPlaylist	O O B-music_item O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist O
2724	i rate vivian grey three	RateBook	O O B-object_name I-object_name B-rating_value
2725	add eric johnson song to my the refugee playlist playlist	AddToPlaylist	O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist I-playlist O
2726	is arthur 2 – on the rocks playing at 20:44	SearchScreeningEvent	O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O B-timeRange
2727	play mere lapsed by marilyn moore	PlayMusic	O B-track I-track O B-artist I-artist
2728	show me the movie times for caribbean cinemas in 1 second	SearchScreeningEvent	O O O B-object_type I-object_type O B-location_name I-location_name B-timeRange I-timeRange I-timeRange
2729	will it be colder in litchfield	GetWeather	O O O B-condition_temperature O B-city
2730	is it warm in new jersey in 23 minutes and fourteen seconds	GetWeather	O O B-condition_temperature O B-state I-state B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange
2731	is it freezing in vega alta	GetWeather	O O B-condition_temperature O B-city I-city
2732	i d like to see the the gathering storm tv series	SearchCreativeWork	O O O O O O B-object_name I-object_name I-object_name B-object_type I-object_type
2733	play that would be something by eden ahbez	PlayMusic	O B-track I-track I-track I-track O B-artist I-artist
2734	what time is the glass key playing at caribbean cinemas	SearchScreeningEvent	O O O B-movie_name I-movie_name I-movie_name O O B-location_name I-location_name
2735	play giovanni battista guadagnini s 1982 tracks	PlayMusic	O B-artist I-artist I-artist O B-year B-playlist
2736	in eight seconds i d like reservations at a food court that serves sardinian food in pidcoke	BookRestaurant	B-timeRange I-timeRange I-timeRange O O O O O O B-restaurant_type I-restaurant_type O O B-cuisine O O B-city
2737	rate the wimpy kid movie diary saga 4 out of 6	RateBook	O B-object_name I-object_name I-object_name I-object_name I-object_name B-object_part_of_series_type B-rating_value O O B-best_rating
2738	i would like to put taylor dayne on the pop 4 kids list	AddToPlaylist	O O O O O B-artist I-artist O O B-playlist I-playlist I-playlist O
2739	book a table for seven people at six at the restaurant	BookRestaurant	O O O O B-party_size_number O O B-timeRange O O B-restaurant_type
2740	add maria magdalena to my poetry in their own voices playlist	AddToPlaylist	O B-entity_name I-entity_name O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist O
2741	book a ukraine pub serves mineiro	BookRestaurant	O O B-country B-restaurant_type O B-cuisine
2742	show nearest movie theatre to watch black jesus	SearchScreeningEvent	O B-spatial_relation B-object_location_type I-object_location_type O O B-movie_name I-movie_name
2743	rate this essay 2 out of 6 stars	RateBook	O B-object_select B-object_type B-rating_value O O B-best_rating B-rating_unit
2744	add a jacob miller album to my hardcore punk playlist	AddToPlaylist	O O B-artist I-artist B-music_item O B-playlist_owner B-playlist I-playlist O
2745	find the swindlers at the closest movie house	SearchScreeningEvent	O B-movie_name I-movie_name O O B-spatial_relation B-object_location_type I-object_location_type
2746	is rainfall forecast for flying hills	GetWeather	O B-condition_description O O B-city I-city
2747	add song to zen focus playlist	AddToPlaylist	O B-music_item O B-playlist I-playlist O
2748	i want to book an ethiopian bar for this afternoon	BookRestaurant	O O O O O B-cuisine B-restaurant_type O O B-timeRange
2749	she me movie schedules for the movies close by at sunset	SearchScreeningEvent	O O B-object_type I-object_type O O B-movie_type B-spatial_relation I-spatial_relation O B-timeRange
2750	need a table at a fast food restaurant for me and my kids in brusly landing	BookRestaurant	O O O O O B-restaurant_type I-restaurant_type I-restaurant_type O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O B-city I-city
2751	what will the weather be a nine in willow river state park	GetWeather	O O O O O O B-timeRange O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi
2752	can you find the info wars saga	SearchCreativeWork	O O O O B-object_name I-object_name B-object_type
2753	what is the weather forecast for shasha forest reserve in 43 weeks	GetWeather	O O O O O O B-geographic_poi I-geographic_poi I-geographic_poi B-timeRange I-timeRange I-timeRange
2754	play some songs from the fourties by yoshiki fukuyama	PlayMusic	O O O O O B-year O B-artist I-artist
2755	find the world is a game	SearchCreativeWork	O B-object_name I-object_name I-object_name I-object_name I-object_name
2756	weather forecast for snowstorm on feb fourth in virgin islands	GetWeather	O O O B-condition_description O B-timeRange I-timeRange O B-state I-state
2757	put hugh masekela onto my music on ibiza guest list playlist	AddToPlaylist	O B-artist I-artist O B-playlist_owner B-playlist I-playlist I-playlist I-playlist I-playlist O
2758	i give the lady decides a rating value of 4 and a best rating of 6	RateBook	O O B-object_name I-object_name I-object_name O O O O B-rating_value O O O O O B-best_rating
2759	the last novel is a solid 3 out of 6	RateBook	O B-object_select B-object_type O O O B-rating_value O O B-best_rating
2760	play the food uncut soundtrack	SearchCreativeWork	O O B-object_name I-object_name B-object_type
2761	play a popular ballad by amanda	PlayMusic	O O B-sort B-music_item O B-artist
2762	play on spotify ms scandalous	PlayMusic	O O B-service B-artist I-artist
2763	what movies are in the area	SearchScreeningEvent	O B-movie_type O B-spatial_relation I-spatial_relation I-spatial_relation
2764	rate the current textbook 1 of 6 stars	RateBook	O O B-object_select B-object_type B-rating_value O B-best_rating B-rating_unit
2765	look up holy water	SearchCreativeWork	O O B-object_name I-object_name
2766	table for five at a restaurant in lavina	BookRestaurant	O O B-party_size_number O O B-restaurant_type O B-city
2767	rate the scarab murder case a one	RateBook	O B-object_name I-object_name I-object_name I-object_name O B-rating_value
2768	i d like to add this album to my siesta playlist	AddToPlaylist	O O O O O O B-music_item O B-playlist_owner B-playlist O
2769	show me chasing a feeling painting	SearchCreativeWork	O O B-object_name I-object_name I-object_name B-object_type
2770	play the most popular song from chae yeon off of spotify	PlayMusic	O O B-sort I-sort B-music_item O B-artist I-artist O O B-service
2771	fine movie schedules for speakeasy theaters	SearchScreeningEvent	O B-object_type I-object_type O B-location_name I-location_name
2772	find a soundtrack for lords of the rising sun	SearchCreativeWork	O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name
2773	rate the current essay a 0 for me	RateBook	O O B-object_select B-object_type O B-rating_value O O
2774	will it be foggy now close to jolley	GetWeather	O O O B-condition_description B-timeRange B-spatial_relation O B-city
2775	can i go see cash and curry at a movie theatre	SearchScreeningEvent	O O O O B-movie_name I-movie_name I-movie_name O O B-object_location_type I-object_location_type
2776	find a television show called structured fax file	SearchCreativeWork	O O B-object_type I-object_type O B-object_name I-object_name I-object_name
2777	i require a reservation for one at the most highly rated restaurant in uzbekistan	BookRestaurant	O O O O O B-party_size_number O O O B-sort I-sort B-restaurant_type O B-country
2778	can you find me the spectres television show	SearchCreativeWork	O O O O O B-object_name B-object_type I-object_type
2779	i would rate this essay a one and a best rating of 6	RateBook	O O O B-object_select B-object_type O B-rating_value O O O O O B-best_rating
2780	i need a reservation for the oasis drive-in for a party of four	BookRestaurant	O O O O O O B-restaurant_name I-restaurant_name O O O O B-party_size_number
2781	find the many loves of dobie gillis	SearchCreativeWork	O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name
2782	what is the television show phil ochs: there but for fortune playing	SearchCreativeWork	O O O B-object_type I-object_type B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name O
2783	i need to book a restaurant in utah in 5 years and a half from now	BookRestaurant	O O O O O B-restaurant_type O B-state O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange
2784	what s the humidity right now in aguila	GetWeather	O O O B-condition_description O B-timeRange O B-city
2785	use groove shark to play the today and tomorrow album	PlayMusic	O B-service I-service O O O B-album I-album I-album B-music_item
2786	can i see the movie schedules	SearchScreeningEvent	O O O O B-object_type I-object_type
2787	add moby grape live to enamorándose	AddToPlaylist	O B-entity_name I-entity_name I-entity_name O B-playlist
2788	i think this saga only deserves a 0 out of 6	RateBook	O O B-object_select B-object_part_of_series_type O O O B-rating_value O O B-best_rating
2789	i want to world of warcraft: tides of darkness	SearchCreativeWork	O O O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name
2790	i d like to eat around id on august the 16th with a party of 8	BookRestaurant	O O O O O B-spatial_relation B-state O B-timeRange I-timeRange I-timeRange O O O O B-party_size_number
2791	book a restaurant within the same area of ely for 10 people	BookRestaurant	O O B-restaurant_type B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation O B-city O B-party_size_number O
2792	i want to watch strange brother	SearchCreativeWork	O O O O B-object_name I-object_name
2793	i need to know the forecast for two am in grand lake towne	GetWeather	O O O O O O O B-timeRange I-timeRange O B-city I-city I-city
2794	play top 20 from frank farian	PlayMusic	O B-sort I-sort O B-artist I-artist
2795	book a cafe table for one that has internet access	BookRestaurant	O O B-restaurant_type O O B-party_size_number O O B-facility O
2796	play a loretta lynn tune on groove shark	PlayMusic	O O B-artist I-artist B-music_item O B-service I-service
